Correct Answer(s),Question,Answer1,Answer2,Answer3,Answer4,Year,Ref_Page,Chapter
Ans1,44. 結構化查詢語言（structured query language; SQL）一般都應用在下列哪種資料庫模型？ (*99), 關聯式（relational）模型 , 物件導向式（object-oriented）模型, 階層式（hierarchical）模型 , 網路式（networking）模型,201411,(*99),6
Ans3,12.ACID 為交易管理必須注意的四大特性，下列敘述何者錯誤?(*103),整個交易指令視為一個不可分割的單元,交易過程中所用到的資料不可受到其它交易讀取或修改,交易過程中資料庫必須保持一致性,交易確認執行後對資料庫的更新是永久性的,201504,(*103),6
Ans2,13.Oracle 資料庫管理系統屬於哪一種資料模型?(*106~108),物件導向式 ,物件關聯式 ,階層式 ,網路式,201504,(*106~108),6
Ans1,15.下列何者是指在資料庫設計時，會遵循相同的設計模式，檢查資料是否重複存放，其目的是建立「良好結構的關聯表」，這是一種沒有重複資料的關聯表，而且在新增、刪除或更新資料時，不會造成錯誤或資料不一致? (*115),正規化(Normalization) ,最佳化(Optimization),視覺化(Visualization) ,最小化(Minimization),201504,(*115),6
Ans4,16.下列有關關聯式資料模型的正規化描述何者為非?(*123),理論上資料表經由正規化分割得越細，越可避免資料重複及異動操作的問題,資料表經由正規化分割得太細，在資料查詢時可能會用到許多合併運算而非常沒有效率,資料表經由正規化分割得越細，在資料儲存時可能會用到更多的空間,在實務上正規化越高，越能滿足應用需求,201504,(*123),6
Ans2,10.資料庫的三層綱要架構中，哪一層常使用實體關聯模型(Entity-Relationship Model; ERM)的工具設計?(*101),外部層 ,概念層 ,內部層 ,實體層,201511,(*101),6
Ans1,11.DBMS 中關於交易（Transaction）的特性，下列敘述何者錯誤?(*103),交易過程中資料庫必須保持一致性,整個交易指令視為一個不可分割的單元,交易過程中所用到的資料不可受到其它交易讀取或修改,交易確認執行後對資料庫的更新是永久性的,201511,(*103),6
Ans3,13.關聯式資料庫的掛號資料表與醫師資料表是透過醫師代碼互相關聯，下列敘述何者正確?(*112),醫師代碼在掛號資料表中，可以作為主鍵(Primary Key),醫師代碼在掛號資料表中，具有唯一性,對於掛號資料表而言，醫師代碼欄位是參照醫師資料表的外來鍵(Foreign Key),依照個體完整性限制，醫師代碼在醫師資料表中可以是空值,201511,(*112),6
Ans4,14.下列何者可做為關聯式資料庫的資料表主鍵(Primary Key)(*112),身份證號碼 ,員工代碼 ,學號 ,以上皆可,201511,(*112),6
Ans4,15.下列何者是指在資料庫設計時，會遵循相同的設計模式，檢查資料是否重複存放，其目的是建立「良好結構的關聯表」，這是一種沒有重複資料的關聯表，而且在新增、刪除或更新資料時，不會造成錯誤或資料不一致?(*115),最小化(Minimization) ,最佳化(Optimization),視覺化(Visualization) ,正規化(Normalization),201511,(*115),6
Ans3,47.資料庫在醫療資訊系統之扮演十分重要的角色，下列有關資料庫之敘述何者錯誤?(*98),資料庫必須要有一個資料庫管理系統,資料庫是指一群相關資料的集合體，可有效的組織、儲存和查閱相關資料,使用者需要知道存放資料的磁碟實體位置,資料庫管理系統是介於使用者與資料檔案間的中介軟體系統,201511,(*98),6
Ans1,17.資料庫在醫療資訊系統扮演十分重要的角色，下列有關資料庫之敘述何者錯誤?(*98),使用者需要知道存放資料的磁碟實體位置,資料庫是指一群相關資料的集合體，可有效的組織、儲存和查閱相關資料,資料庫必須要有一個資料庫管理系統,資料庫管理系統是介於使用者的中介軟體系統,201603,(*98),6
Ans1,18.三層式資料庫結構將資料庫綱要分為三層，下列哪一層或稱為景觀(View)?(*100-101),外部層 ,概念層 ,內部層 ,實體層,201603,(*100-101),6
Ans4,19.關聯式資料庫的掛號資料表與病人基本資料表是透過病歷號碼互相關聯，下列敘述何者不正確?(*112),病歷號碼在病人基本資料表中，具有唯一性可以作為主鍵(Primary Key),病歷號碼在掛號資料表中不具唯一性，所以不能單獨作為主鍵,對於掛號資料表而言，病歷號碼欄位是參照病人基本資料表的外來鍵(Foreign Key),依照個體完整性限制，病歷號碼在病人基本資料表中可以是空值(Null),201603,(*112),6
Ans1,20.關聯式資料庫的正規化(Normalization)，在實務上為保持執行效率與避免異常間的平衡，通常進行到 3NF 或?(*123),BCNF(Boyce & Codd NF) ,4NF ,5NF ,以上皆可,201603,(*123),6
Ans3,15. 資料庫在醫療資訊系統中扮演十分重要的角色，下列有關資料庫之敘述何者錯誤？(*98),資料庫必須要有一個資料庫管理系統。,資料庫是指一群相關資料的集合體，可有效的組織、儲存和查閱相關資料。,使用者需要知道存放資料的磁碟實體位置。,資料庫管理系統是介於使用者的中介軟體系統。,201610,(*98),6
Ans1,16. 結構化查詢語言(Structured Query Language; SQL)一般都應用在下列哪種資料庫模型？(*99),關聯式(Relational)模型 ,物件導向式(Object-oriented)模型,階層式(Hierarchical)模型 ,網路式(Networking)模型,201610,(*99),6
Ans1,17. 資料庫管理系統中關於交易(Transaction)的特性，下列敘述何者錯誤？(*103),交易過程中資料庫必須保持一致性。,整個交易指令視為一個不可分割的單元。,交易過程中所用到的資料不可受到其它交易修改。,交易確認執行後對資料庫的更新是永久性的。,201610,(*103),6
Ans3,18. 有關關聯式資料庫，對於主鍵(Primary Key)的敘述下列何者正確？(*112),主鍵可為空值。 ,主鍵不一定要有值。,主鍵的值在資料表內必須是唯一無二。 ,姓名與身分證號碼一樣也可作為主鍵。,201610,(*112),6
Ans4,19. 下列何者是指在資料庫設計時，會遵循相同的設計模式，檢查資料是否重複存放，其目的是建立「良好結構的關聯表」，這是一種沒有重複資料的關聯表，而且在新增、刪除或更新資料時，不會造成錯誤或資料不一致。(*115),最小化(Minimization) ,最佳化(Optimization),視覺化(Visualization) . ,正規化(Normalization),201610,(*115),6
Ans3,14. 有關關聯式資料庫，對於主鍵(Primary Key)的敘述下列何者不正確？(*112),主鍵值的欄位一定要有資料，不得為空值,主鍵的值在資料表內必須是唯一的,在病人基本資料表中，性別或年齡都適合當主鍵值,在病人基本資料表中，身分證字號或病歷號都適合當主鍵值,201704,(*112),6
Ans4,15. 資料庫正規化的過程中，去除遞移性相依是要滿足第幾正規化形式？(*118),第零正規化形式(0NF) ,第一正規化形式(1NF),第二正規化形式(2NF) ,第三正規化形式(3NF),201704,(*118),6
Ans3,12. 資料庫的 SQL 是下列何者的縮寫？(*99),Standardized Question Layer ,Standardized Query Language,Structured Query Language ,System Quality Logical,201711,(*99),6
Ans3,23. 為了確保交易執行的正確性，一個交易在資料庫管理系統中具有四種特性及所謂交易的 ACID 特性，請問下列何者不屬於 ACID 特性？(*103~104),單元性(Atomicity) ,一致性(Consistency),獨立性(Independency) ,永久性(Durability),201711,(*103~104),6
Ans3,39. 在三層式資料庫結構中，提供使用者描述整體性的資料結構是哪個層次？(*101),內部層次 ,資料層次 ,概念層次 ,外部層次,201711,(*101),6
Ans2,38. 在醫院資訊系統的資料庫中，病人基本資料表是以病歷號的欄位作為主鍵(Primary key) ，而掛號資料表中是以病歷號的欄位參照到病人基本資料表，那麼在掛號資料表的病歷號欄位稱之為何？(*112),候選鍵(Candidate key) ,外來鍵(Foreign key),超級鍵(Super key) .,唯一索引鍵(Unique index key),201804,(*112),6
Ans3,39. 為了確保交易執行的正確性，一個交易在資料庫管理系統中具有四種特性及所謂交易的ACID 特性，請問下列何者屬於永久性(Durability)的特性？(*103~104),在交易執行過程之前或之後，必須使資料庫保持一致的狀態，以確保一個交易的所有指令均被依預期的順序完成執行,整個交易的指令必須視為一個不可分割的單元,當交易執行完成或確認執行後，無論系統發生任何錯誤，當系統排除錯誤、恢復正常時，該交易所異動的資料仍然必須存在,在交易執行的過程中，所用到的資料或所產生的中間結果，都不能受到其它交易的讀取或更改，就好像資料庫系統只有單獨執行該交易一樣,201804,(*103~104),6
Ans4,"40. 去識別化是將能識別個人之欄位移除，請問下列何者不屬於個人資料？(*103,時事題)",身分證號碼 ,病歷號碼 ,婚姻狀態 ,公司的電話、地址,201804,"(*103,時事題)",6
Ans4,41. 醫療憑證由醫事憑證管理中心(HCA)核發，醫事機構憑證宛如醫療院所之關防，而醫事人員憑證如同個人印鑑，請問下列何者不屬於醫事人員？(*104),營養師 ,職能治療師 ,助產士 ,醫務管理師,201804,(*104),6
Ans1,42. 請問建構資料庫的三層式綱要結構之順序為何？(*100~103),外部層→概念層→內部層 ,內部層→概念層→外部層,概念層→外部層→內部層 ,概念層→內部層→外部層,201804,(*100~103),6
Ans4,43. 為了確保交易執行的正確性，一個交易在資料庫管理系統中具有四種特性，即所謂的 ACID特性。下列何者不屬於 ACID 特性？(*103),單元性 ,一致性 ,孤立性 ,接觸性,201804,(*103),6
Ans1,44. 三層式資料庫結構將資料庫綱要分為三層，下列哪一層或稱為景觀(View)？(*100-101),外部層 ,概念層 ,內部層 ,實體層,201804,(*100-101),6
Ans4,19. 在實務上為保持「執行效率」與「避免異常」間的平衡，通常正規化進行到 3NF 即可，請問3NF 除了要滿足必須是 2NF 外，還要滿足下列哪一項條件？(*101、106),所有多重值相依性都是功能相依性,在資料表綱要中，所有的相依性，X→A，X 必須是超級鍵,所有非主鍵欄位屬性都完全功能相依性於主鍵,非主鍵欄位屬性之間不可以有相依性存在。,201811,(*101、106),6
Ans4,20. 在醫院中透過結合不同類型的感測器(Sensor)形成物聯網，發展出許多智慧醫院的各種應用，物聯網 IOT 的縮寫是下列何者？(*110), Information Object Terminology , Input Output Transaction, International Open Technology , Internet of Things,201811,(*110),6
Ans4,21. 網路效能服務的門檻，由下列哪三者共同築成一個網路效能服務門檻基準？(*118),可取用性、延遲及網路能量 ,可靠度、可適應性及網路能量,可靠度、延遲及負載能力 ,可靠度、延遲及網路能量,201811,(*118),6
Ans4,26. 下列何者是指在資料庫設計時，會遵循相同的設計模式，檢查資料是否重複存放，其目的是建立「良好結構的關聯表」，這是一種沒有重複資料的關聯表，而且在新增、刪除或更新資料時，不會造成錯誤或資料不一致？(*98),最小化(Minimization) .,最佳化(Optimization),視覺化(Visualization) ,正規化(Normalization),201904,(*98),6
Ans4,19. 下列何者是指在資料庫設計時，會遵循相同的設計模式，檢查資料是否重複存放，其目的是建立「良好結構的關聯表」，這是一種沒有重複資料的關聯表，而且在新增、刪除或更新資料時，不會造成錯誤或資料不一致？(*98),最小化(Minimization) ,最佳化(Optimization),視覺化(Visualization) ,正規化(Normalization),202004,(*98),6
Ans3,20. 在智慧醫院的發展中，透過感測器(Sensor)形成物聯網，提升醫療服務品質，物聯網 IOT 的縮寫是下列何者？(*110), Information Object Terms , Input Output Technology, Internet of Things , Interconnection Object Template,202004,(*110),6
Ans1,21. ATM 可以依不同的資料型態，提供不同的服務品質來符合不同層次的網路服務需求；這些效能服務特質可以讓網路的使用者藉著它們將網路設計成一個以服務層次為導向的系統，以便讓網路具有更大的彈性，同時也讓網路具有區別服務層次的智能，請問 ATM 的全名是下列那一個？(*111), ATM(Asynchronous Transfer Mode) , ATM(Asynchronous Transportation Mode), ATM(Automated Teller Machine) , ATM(Automated Transfer Mode),202004,(*111),6
Ans2,22. 對於超高速乙太網路(Gigabit Ethernet)的敘述，下列何者不正確？(*121),採用 CSMA/CD 通訊協定 ,採用 IEEE 802.11 之標準規範,可以使用 SNMP 管理介面 ,可使用非遮蔽雙絞線(UTP)或光纖的線材佈線,202004,(*121),6
Ans4,18. 下列何者是指在資料庫設計時，會遵循相同的設計模式，檢查資料是否重複存放，其目的是建立「良好結構的關聯表」，這是一種沒有重複資料的關聯表，而且在新增、刪除或更新資料時，不會造成錯誤或資料不一致？(*98),最小化(Minimization) ,最佳化(Optimization),視覺化(Visualization) ,正規化(Normalization),202011,(*98),6
Ans1,20. 對於超高速乙太網路(Gigabit Ethernet)的敘述，下列何者不正確？(*121~122),採用非同步傳輸模式(ATM)封包大小固定為 53bytes,制定的標準為 IEEE 802.3z,採用具碰撞偵測的載波感應多元存取(CSMA/CD)協定,支援 Cat. 5 的 UTP 雙絞線，也可以透過光纖傳輸,202011,(*121~122),6
Ans3,18.無線區域網路的安全機制應考慮 CAI(不是美國中情局)，C 表示為資料保密性(Confidentiality)， I 表示為資料完整性(Integrity)，而 A 表示為何?(*7),授權性(Authorization) ,可利用性(Availability),認證性(Authentication) ,以上皆非,200811,(*7),7
Ans2,19.在網路管理目前均採用簡易網路管理通訊協定(Simple NetworkManagement Protocol SNMP)，由管理端、被管理端、MIB 值、通訊協定四個元件組成，試問 MIB 值為何?(*7),人機介面基礎(Man-machine Interface Basis),管理訊息庫(Management Information Base),金錢利益結合(Money Interests Bond),以上皆非,200811,(*7),7
Ans2,26.網路是一種分散且異質的環境，要做好網路管理，網路管理者必須透過軟體工具與網路設備溝通，一般所採用的「簡易網路管理通訊協定」是下列哪一種協定？ (*137),SOAP ,SNMP ,SMTP ,SNCP,200909,(*137),7
Ans1,33.依據電子及通訊工業協會(EIA/TIA)所訂立的 EIA/TIA-568 標準，雙絞線Category 5 的傳輸速度可達？ (*136),100 MHz ,200 MHz ,500 MHz ,600 MHz,200909,(*136),7
Ans2,"33.訊號處理領域的取樣原理(nyquist theorem)說要正確的取得訊號，我們的取樣頻率(sampling frequency)至少必須大於訊號內涵最高頻率的 X 倍""，請問 X 為? (*148)""",1,2,3,4,201103,(*148),7
Ans2,26. 頻譜分析中最常用的方法為: (*150), 朱麗葉轉換 , 傅立葉轉換 , 拉普拉司轉換 , 山普拉斯轉換 ,201109,(*150),7
Ans4,38. 下列何者非 802.11 無線網路中對使用者身份進行基本的身份辨識的方式: (*133-134), 開放系統認證 , 分享密鑰認證 , 封閉系統認證 , 網路電話認證,201109,(*133-134),7
Ans2,17. 網路是一種分散且異質的環境，要做好網路管理，網路管理者必須透過軟體工具與網路設備溝通，一般所採用的「簡易網路管理通訊協定」是下列哪一種協定？ (*137), SOAP , SNMP , SMTP , SNCP,201211,(*137),7
Ans1,18. 數值訊號資料一般都採何種演算法來壓縮? (*149), 失真型 , 非失真型 , 標準型 , 以上皆非,201211,(*149),7
Ans4,12: 網路是一種分散且異質的環境，要做好網路管理，網路管理者必須透過軟體工具與網路設備溝通，一般所採用的「簡易網路管理通訊協定」是下列 哪一種協定? (*137),SOAP ,SMTP ,SNCP ,SNMP,201303,(*137),7
Ans1,11.醫療訊號處理，首先必須除去訊號中的雜訊(Noise)，一般都選擇使用下列哪一種設備? (**147),濾波器(Filter) ,頻譜分析儀(Frequency Analysis Instrument),感應器(Sensor) ,換能器(Transducer),201311,(*147),7
Ans3,"25. 訊號處理領域的取樣原理(Nyquist Theorem)說要正確的取得訊號，我們的取樣頻率(Sampling Frequency)至少必須大於訊號內涵最高頻率的 X 倍""，請問 X 為? (*148)""",4,3,2,1,201311,(*148),7
Ans1,14. 網路管理中管理端與被管理端通常使用何種通訊協定進行溝通？ (*151), SNMP , DICOM , SNOMED , LOINC,201403,(*151),7
Ans1,10. 對於藍芽技術的敘述，下列何者不正確？ (*147), 是屬於有線傳輸，設備之間連接有標準規格的傳輸線, 屬於低功率近距離的傳輸, 利用射頻來建立連結，可達每秒 1M 的傳輸率, 可以應用在醫療量測儀器和電腦之間的資料傳輸,201411,(*147),7
Ans3,46. 網路管理中管理端與被管理端通常使用何種通訊協定進行溝通？(*151), DICOM , HL7 , SNMP , SNOMED,201411,(*151),7
Ans3,17.在乙太網路架構下，管理各項網路設備通常使用何種通訊協定進行溝通? (*151), SCJP , SCWCD , SNMP , SNOMED,201504,(*151),7
Ans1,16.下列何者是超高速乙太網路(Gigabit Ethernet)採用的通訊協定? (*144),CSMA/CD ,Token-Ring ,IEEE 802.4 ,IEEE 802.11,201511,(*144),7
Ans4,17.在乙太網路架構下，管理各項網路設備通常使用何種通訊協定進行溝通?(*151),SCJP ,SCWCD ,SNOMED ,SNMP,201511,(*151),7
Ans4,21.資料通訊傳輸速率的單位為 bps，目前常用的區域網路速度大多是 1G(Giga) bps。試問 1Gbps 的網路環境，理論上每秒可傳輸多少 MB(Mega Byte)的資料?(*136),1.25 MB/s ,5 MB /s ,12.5 MB/s ,125 MB/s,201603,(*136),7
Ans1,22.在乙太網路架構下，管理各項網路設備通常使用何種通訊協定進行溝通?(*151),SNMP , SSH , HTTP , SMTP,201603,(*151),7
Ans4,20. 在乙太網路架構下，管理各項網路設備通常使用何種通訊協定進行溝通？(*151),SCJP ,SCWCD . ,SNOMED ,SNMP,201610,(*151),7
Ans4,16. 下列何者是無線區域網路(Wireless Local Area Network) 採用的通訊協定？(*144),IEEE 802.3 ,IEEE 802.4,IEEE 802.5 ,IEEE 802.11,201704,(*144),7
Ans1,13. 以下何者並非網路效能測量值?(*137),Security ,Delay ,Reliability ,Capacity,201711,(*137),7
Ans1,49. 網路是一種分散且異質的環境，要做好網路管理，網路管理者必須透過軟體工具與網路設備溝通，一般所採用的「簡易網路管理通訊協定」是下列哪一種協定？ (*150),SNMP ,SOAP ,SMTP ,SNCP,201711,(*150),7
Ans1,37. 對於藍芽技術的敘述，下列何者不正確？(*147),屬於高功率遠距離的傳輸,傳輸距離可達 10~100 公尺,利用射頻來建立連結，可達每秒 1M 的傳輸率,可以應用在醫療量測儀器和電腦之間的資料傳輸,201804,(*147),7
Ans4,22. 資訊安全的目標有所謂的 C.I.A.三原則，是指下列何者？(*137),防火牆、虛擬私有網路和認證中心,保護資料、系統和設備不要被駭客攻擊,資料的加密、解密和密鑰管理,保護資料及系統資源的機密性、整體性和可取用性,201811,(*137),7
Ans1,23. 在使用者、資料作業系統和電腦來源中設立足夠的關卡，以防範使用者透過程式去存取不是他自己的資料，這種概念符合哪一種安全目標？(*137),機密性 ,整體性 ,可取用性 ,可靠性,201811,(*137),7
Ans3,24. 下列哪一項不是虛擬私有網路(VPN)主要採用的技術？(*146~148),使用者與設備身分認證(Authentication) ,加解密(Encryption & Decryption),代理(Proxy) ,穿隧(Tunneling),201811,(*146~148),7
Ans4,25. 下列有關加解密技術之描述何者正確？(*151-153),醫療憑證管理中心採用對稱性加密系統,非對稱性密碼系統，因為不需要考慮對稱性，所以速度較快,傳輸大量的資料一般會用非對稱性加密系統直接加密之,非對稱性密碼系統是因加密端與解密端用以加密與解密之金鑰不相同而得名,201811,(*151-153),7
Ans4,11. 資訊安全的目標有所謂的 C.I.A.三原則，是指下列何者？(*137),防火牆、虛擬私有網路和認證中心,保護資料、系統和設備不要被駭客攻擊,資料的加密、解密和密鑰管理,保護資料及系統資源的機密性、整體性和可取用性,201904,(*137),7
Ans4,37. 下列有關加解密技術之描述何者正確？(*151-153),醫療憑證管理中心採用對稱性加密系統,非對稱性密碼系統，因為不需要考慮對稱性，所以速度較快,傳輸大量的資料一般會用非對稱性加密系統直接加密之,非對稱性密碼系統是因加密端與解密端用以加密與解密之金鑰不相同而得名,201904,(*151-153),7
Ans1,38. 下列關於一般防火牆的敘述何者錯誤？(*141-143),可比對入侵行為特徵碼,可過濾封包來源及目的 IP 位址是否合法,可改變進出交通的 IP 位址,可過濾封包是否使用合法的 TCP/UDP 埠號,201904,(*141-143),7
Ans3,39. 跨醫療院所或衛生行政機關所採用的虛擬私有網路(Virtual Private Network; VPN)主要採用的資訊安全技術，其中不包括下列何者？(*146-148),穿隧(Tunneling) ,加解密(Encryption & Decryption),應用層過濾器(Application Filter) ,密鑰管理(Key Management),201904,(*146-148),7
Ans4,22. 資訊安全目標的宗旨在於保護資料及系統資源的三種性質，下列何者不是其中之一？(*137-138),Integrity ,Confidentiality ,Availability ,Authority,201911,(*137-138),7
Ans2,23. 在資訊安全的目標中，確保實體之行為可唯一追溯到該實體的特性，稱之為資訊的哪一個特性？(*137-138),整體性 ,鑑別性 ,可取用性 ,機密性※選項有誤，正確答案為可歸責性，此題送分。,201911,(*137-138),7
Ans1,23. 台灣各家醫院為確保資安相關政策的推動，均在網路系統上配合採用健保資訊網封閉性專屬網路，設有多道防火牆，可大幅降低駭客入侵系統或盜取資料之風險，請問這個專屬網路是下列何者？(*136), VPN(Virtual Private Network) , PVC(Permanent Virtual Circuit), VAN(Value Added Network) , PTN(Public Transport Network),202004,(*136),7
Ans4,24. 資料封包過濾器防火牆可以依據管理者制定的規則，針對封包進行過濾檢查，不包括下列哪一項目？(*142),來源主機 IP 位址 ,來源及目標的 TCP/UDP Port Number,目標主機 IP 位址 ,透過 Email 傳送的電腦病毒,202004,(*142),7
Ans4,40. 下列有關加解密技術之描述何者正確？(*151-153),醫療憑證管理中心採用對稱性加密系統,非對稱性密碼系統，因為不需要考慮對稱性，所以速度較快,傳輸大量的資料一般會用非對稱性加密系統直接加密之,非對稱性密碼系統是因加密端與解密端用以加密與解密之金鑰不相同而得名,202004,(*151-153),7
Ans2,48. 在資訊安全的目標中，確保實體之行為可唯一追溯到該實體的特性，稱之為資訊的哪一個特性？(*137-138),整體性 ,鑑別性 ,可取用性 ,機密性 *註：送分，本題正解為可歸責性。,202004,(*137-138),7
Ans3,19. 跨醫療院所或衛生行政機關所採用的虛擬私有網路(Virtual Private Network; VPN)主要採用的資訊安全技術，其中不包括下列何者？(*146-148),穿隧(Tunneling) ,加解密(Encryption & Decryption),應用層過濾器(Application Filter) ,密鑰管理(Key Management),202011,(*146-148),7
Ans4,21. 資訊安全的目標有所謂的 C.I.A.三原則，是指下列何者？(*137),防火牆、虛擬私有網路和認證中心,保護資料、系統和設備不要被駭客攻擊,資料的加密、解密和密鑰管理,保護資料及系統資源的機密性、整體性和可取用性,202011,(*137),7
Ans3,22. 在 ISO 27001 的規範中，”確保實體的行為可唯一追溯到該實體的特性”，此特性稱為？(*138),整體性 ,鑑別性 ,可歸責性 ,可靠性,202011,(*138),7
Ans1,23. 下列關於一般防火牆的敘述何者錯誤？(*141-143),可比對入侵行為特徵碼 ,可過濾封包來源及目的 IP 位址是否合法,可改變進出交通的 IP 位址 ,可過濾封包是否使用合法的 TCP/UDP 埠號,202011,(*141-143),7
Ans4,24. 下列有關加解密技術之描述何者正確？(*151~153),醫療憑證管理中心採用對稱性加密系統,非對稱性密碼系統，因為不需要考慮對稱性，所以速度較快,傳輸大量的資料一般會用非對稱性加密系統直接加密之,非對稱性密碼系統是因加密端與解密端用以加密與解密之金鑰不相同而得名,202011,(*151~153),7
Ans4,49.下列有關醫療訊號處理的敘述，何者為非？(*8),大多採用不失真的壓縮方法,濾波器有類比與數位二種,頻譜分析中最常用的方法為傅立葉轉換,目前沒有資訊系統可輔助醫師判讀醫療訊號,200811,(*8),8
Ans1,44.為避免門診系統當機，是要提升資訊資產的 (*161),Availability ,Accountability ,Confidentiality ,Integrity,200909,(*161),8
Ans1,25.有些醫院會將今日門診病患之姓名遮去其中一個字而非像過去完全顯示出來，這樣做可提昇資料之 (*161),機密性 ,整體性,可取用性 ,不可否認性,201003,(*161),8
Ans4,29.有關防火牆之敘述何者正確 (*165),裝置防火牆對使用者不會有影響,防火牆的形式只有一種,防火牆應由資訊人員全權決定其設定,防火牆有可能因為對使用者影響過大造成反彈而形同虛設,201003,(*165),8
Ans3,22.心理評估資料加密後儲存，這是要提升資訊資產的何種性質? (*161), availability , accountability , confidentiality , integrity,201010,(*161),8
Ans2,29.美國國家安全局以稱為「橘皮書」發布，將電腦系統安全信任程度予以分級。其分級數與我國行政院頒定之「政府機關（構）資訊安全責任等級分級作業施行計畫」相同，請問共分幾大等級？ (*162), 3 級 , 4 級, 5 級 , 6 級,201010,(*162),8
Ans4,34.有關備援與備份的描述下列敘述何者正確: (*161),重要的資料必須有備份,重要不可中斷的服務必須有備援,異地備份與備援主要的目的是希望可承受小區域的重大災變,以上皆是,201103,(*161),8
Ans3,35.資訊安全系統為防止使用者透過程式去存取不是他可以存取之資料所採取的控制方法為：(*159),監視控制 ,獨立控制 ,存取控制 ,版本控制,201103,(*159),8
Ans4,37.最近 RSA 公司發布訊息他們的 SecurID 遭受攻擊，對某些客戶可能造成影響，如是公司的資安負責人，下列做法何者正確? (*161),了解公司是否使用 RSA 的 SecureId 產品,與提供資安服務的公司聯繫探詢處理方式,誠實的與客戶溝通目前理解的狀態,以上皆是 ,201103,(*161),8
Ans3,27. 美國國家安全局發布「橘皮書」時，將電腦系統安全信任程度分級，其分級數與我國行政院頒定之「政府機關（構）資訊安全責任等級分級作業施行計畫」相同，請問共分幾大等級:(*162), 6 級 , 5 級 , 4 級 , 3 級,201109,(*162),8
Ans3,19. 資訊安全目標的宗旨在於保護資料及系統資源的三種性質，下列何者不是其中之一? (*161), confidentiality , integrity , authority , availability,201203,(*161),8
Ans1,21. 「一個由硬體及軟體所組成的完整系統，在不違反存取權限的情況下，能同時服務不定個數的用戶，並處理從一般機密至最高機密等不同範圍的資訊」乃是指 (*162), 受信任系統 , 安全系統 , 信心系統 , 以上皆非,201203,(*162),8
Ans4,19. 資訊安全目標的宗旨在於保護資料及系統資源的三種性質，下列何者不是其中之一?(*161), integrity , confidentiality , availability , authority,201211,(*161),8
Ans3,20. 美國國家安全局發布「橘皮書」時，將電腦系統安全信任程度分級，其分級數與我國行政院頒定之「政府機關（構）資訊安全責任等級分級作業施行計畫」相同，請問共分幾大等級？ (*162), 6 級 , 5 級 , 4 級 , 3 級,201211,(*162),8
Ans4,21. 資訊安全目標必須從四個方向來考慮，下列何者不屬於這四個方向? (*162), 系統安全 , 資料安全 , 程式安全 , 人身安全,201211,(*162),8
Ans1,22. 「一個由硬體及軟體所組成的完整系統，在不違反存取權限的情況下，能同時服務不定個數的用戶，並處理從一般機密至最高機密等不同範圍的資訊」乃是指. (*162), 受信任系統 , 安全系統 , 信心系統 , 以上皆非,201211,(*162),8
Ans2,26. 資訊安全目標的宗旨在於保護資料及系統資源的三種性質，下列何者不是其中之一? (*161), Integrity, Authority, Availability, Confidentiality,201311,(*161),8
Ans1,15. 在雜訊去除的方法上，若已知欲測量的訊號與雜訊的頻率範圍不相同，一般選用濾波器（filter）的方法來加以去除雜訊。請問欲同時濾除高頻與低頻雜訊，可使用下列哪種濾波器？ (*158), 帶通濾波器（band-pass filter） , 低通濾波器（low-pass filter）, 高通濾波器（high-pass filter） , 帶限濾波器（band-stop filter）,201403,(*158),8
Ans3,16. 下列何者採用失真型演算法？ (*160), ZIP , ARJ , MP3 , RAR,201403,(*160),8
Ans1,17. 使用 QRS 波搜尋的訊號處理技術，主要是應用在下列哪一種醫療設備？ (*163),心電圖機 , 診斷用超音波, X 光機 , 人工電子耳殘障輔具,201403,(*163),8
Ans4,11. 下列何者不是生理訊號處理常用的技術？ (*158), 雜訊去除 , 訊號特徵擷取 , 資料壓縮 , 影像切割,201411,(*158),8
Ans1,18.在量測生理訊號時，會收到許多雜訊，如果我們想要濾除高頻雜訊，應該使用何種濾波器?(*158),低通濾波器 ,高通濾波器 ,帶通濾波器 ,帶限濾波器,201504,(*158),8
Ans4,19.在生醫訊號處理中，心電圖 QRS 複合波的尋找，最主要是屬於下列哪一項訊號處理技術之應用?(*161),雜訊去除 ,資料壓縮 ,頻譜分析 ,訊號特徵擷取,201504,(*161),8
Ans3,9.Magnetic Resonance Imaging (MRI) 是指?(*164),內視鏡檢查 ,癌症基因篩檢 ,磁振造影掃描 ,正子斷層造影,201511,(*164),8
Ans3,18.醫療資訊大約可分為三類，通常心電圖和腦波圖屬於哪一類?(*156),文數字資料 ,影像資料 ,生理訊號 ,3D 動畫,201511,(*156),8
Ans2,19.在分析生理訊號時，如果想要濾除高頻雜訊，應該使用何種濾波器?(*158),高通濾波器 ,低通濾波器 ,帶通濾波器 ,帶限濾波器,201511,(*158),8
Ans3,23.經由 X 光的管球及偵測器間相對位置的變化，利用每一個像素的吸收係數，計算產生人體器官的立體幾何外貌，是哪一種醫學檢驗儀器?(*163),超音波 ,心電圖 ,電腦斷層掃描 ,核磁共振,201603,(*163),8
